AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Arkansas,All,2019-20,1,9,6,57,697,> 100%
State,Arkansas,All,2019-20,2,8.4,4,54,694,> 100%
State,Arkansas,All,2019-20,3,7.1,6,41,659,> 100%
State,Arkansas,All,2019-20,4,7.1,4,40,619,> 100%
State,Arkansas,All,2019-20,5,9.5,8,57,685,> 100%
State,Arkansas,All,2019-20,6,8.3,9,48,683,> 100%
State,Arkansas,All,2019-20,7,5.7,4,36,699,> 100%
State,Arkansas,All,2019-20,8,8.4,10,48,691,> 100%
State,Arkansas,All,2019-20,9,6,6,34,662,> 100%
State,Arkansas,All,2019-20,10,7.2,8,42,693,> 100%
State,Arkansas,All,2019-20,11,6.5,3,37,618,> 100%
State,Arkansas,All,2019-20,12,9.8,11,51,633,> 100%
State,Arkansas,All,2019-20,13,7.8,5,44,629,> 100%
State,Arkansas,All,2019-20,14,8.2,0,49,596,99.50%
State,Arkansas,All,2019-20,15,9,2,51,590,98.50%
State,Arkansas,All,2019-20,16,7.4,0,43,585,97.60%
State,Arkansas,All,2019-20,17,5.4,0,26,479,79.90%
State,Arkansas,All,2019-20,18,6.8,0,18,266,44.40%
State,California,All,2019-20,40,5.4,1,265,"4,959",> 100%
State,California,All,2019-20,41,6.3,0,307,"4,893",99.50%
State,California,All,2019-20,42,5.8,2,292,"5,047",> 100%
State,California,All,2019-20,43,6.2,2,313,"5,073",> 100%
State,California,All,2019-20,44,6.4,3,322,"5,104",> 100%
State,California,All,2019-20,45,6.5,5,338,"5,274",> 100%
State,California,All,2019-20,46,5.9,2,296,"5,094",> 100%
State,California,All,2019-20,47,6.2,3,313,"5,130",> 100%
State,California,All,2019-20,48,5.9,9,294,"5,162",> 100%
State,California,All,2019-20,49,7,14,372,"5,486",> 100%
State,California,All,2019-20,50,6.8,11,353,"5,340",> 100%
State,California,All,2019-20,51,6.9,13,356,"5,371",> 100%
State,California,All,2019-20,52,6.9,23,360,"5,525",> 100%
State,California,All,2019-20,1,8.6,42,461,"5,857",> 100%
State,California,All,2019-20,2,8,50,416,"5,831",> 100%
State,California,All,2019-20,3,9.7,65,496,"5,778",> 100%
State,California,All,2019-20,4,8.7,69,437,"5,789",> 100%
State,California,All,2019-20,5,8.5,58,421,"5,650",> 100%
State,California,All,2019-20,6,8.7,67,442,"5,873",> 100%
State,California,All,2019-20,7,8.9,73,423,"5,544",> 100%
State,California,All,2019-20,8,9.1,70,452,"5,744",> 100%
State,California,All,2019-20,9,8.8,70,424,"5,626",> 100%
State,California,All,2019-20,10,9.2,54,466,"5,654",> 100%
State,California,All,2019-20,11,8.8,52,420,"5,384",> 100%
State,California,All,2019-20,12,9.2,43,468,"5,581",> 100%
State,California,All,2019-20,13,10.5,27,560,"5,577",> 100%
State,California,All,2019-20,14,10.8,24,609,"5,836",> 100%
State,California,All,2019-20,15,10.6,4,606,"5,777",> 100%
State,California,All,2019-20,16,11.6,7,648,"5,640",> 100%
State,California,All,2019-20,17,9.7,1,435,"4,482",91.20%
State,California,All,2019-20,18,7.3,0,159,"2,188",44.50%
State,Colorado,All,2019-20,40,3.9,0,28,715,> 100%
State,Colorado,All,2019-20,41,3.1,0,23,750,> 100%
State,Colorado,All,2019-20,42,5,0,40,797,> 100%
State,Colorado,All,2019-20,43,5,1,38,782,> 100%
State,Colorado,All,2019-20,44,4.3,3,29,744,> 100%
State,Colorado,All,2019-20,45,6.1,0,47,775,> 100%
State,Colorado,All,2019-20,46,3.5,1,26,777,> 100%
State,Colorado,All,2019-20,47,2.9,2,20,752,> 100%
State,Colorado,All,2019-20,48,5.7,0,41,721,> 100%
State,Colorado,All,2019-20,49,3.8,0,28,734,> 100%
State,Colorado,All,2019-20,50,4.7,1,36,782,> 100%
State,Colorado,All,2019-20,51,6.4,6,45,795,> 100%
State,Colorado,All,2019-20,52,3.5,1,28,839,> 100%
State,Colorado,All,2019-20,1,6.2,5,47,837,> 100%
State,Colorado,All,2019-20,2,6.8,7,51,854,> 100%
State,Colorado,All,2019-20,3,7.9,9,57,834,> 100%
State,Colorado,All,2019-20,4,8.4,21,50,842,> 100%
State,Colorado,All,2019-20,5,6.3,6,43,784,> 100%
State,Colorado,All,2019-20,6,7.1,11,48,830,> 100%
State,Colorado,All,2019-20,7,7,7,49,797,> 100%
State,Colorado,All,2019-20,8,5.5,3,45,868,> 100%
State,Colorado,All,2019-20,9,8.7,16,56,830,> 100%
State,Colorado,All,2019-20,10,7.1,8,49,806,> 100%
State,Colorado,All,2019-20,11,5.8,10,36,799,> 100%
State,Colorado,All,2019-20,12,9,11,67,869,> 100%
State,Colorado,All,2019-20,13,10.6,7,83,848,> 100%
State,Colorado,All,2019-20,14,16.1,8,142,931,> 100%
State,Colorado,All,2019-20,15,17,3,176,"1,051",> 100%
State,Colorado,All,2019-20,16,14.4,0,149,"1,035",> 100%
State,Colorado,All,2019-20,17,12.4,1,106,861,> 100%
State,Colorado,All,2019-20,18,6.9,0,25,363,52.40%
State,Connecticut,All,2019-20,40,3.1,0,18,573,98.60%
State,Connecticut,All,2019-20,41,6.6,0,37,558,96%
State,Connecticut,All,2019-20,42,5.1,0,30,592,> 100%
State,Connecticut,All,2019-20,43,6.1,0,34,554,95.30%
State,Connecticut,All,2019-20,44,4.5,1,26,600,> 100%
State,Connecticut,All,2019-20,45,5.5,2,31,600,> 100%
State,Connecticut,All,2019-20,46,5.6,0,35,627,> 100%
State,Connecticut,All,2019-20,47,6.7,0,43,645,> 100%
State,Connecticut,All,2019-20,48,4.7,1,29,643,> 100%
State,Connecticut,All,2019-20,49,5.4,1,27,520,89.50%
State,Connecticut,All,2019-20,50,5.8,0,29,501,86.20%
State,Connecticut,All,2019-20,51,5.8,1,28,502,86.40%
State,Connecticut,All,2019-20,52,6.4,2,31,516,88.80%
State,Connecticut,All,2019-20,1,5.2,1,28,563,96.90%
State,Connecticut,All,2019-20,2,8.6,5,48,614,> 100%
State,Connecticut,All,2019-20,3,6.9,6,37,627,> 100%
State,Connecticut,All,2019-20,4,5.5,7,28,640,> 100%
State,Connecticut,All,2019-20,5,8,10,38,599,> 100%
State,Connecticut,All,2019-20,6,9.8,2,23,256,44.10%
State,Connecticut,All,2019-20,7,7.8,3,17,257,44.20%
State,Connecticut,All,2019-20,8,6.7,4,12,240,41.30%
State,Connecticut,All,2019-20,9,11.6,4,23,232,39.90%
State,Connecticut,All,2019-20,10,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,11,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,12,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,13,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,14,18.9,0,24,127,21.90%
State,Connecticut,All,2019-20,15,29,1,44,155,26.70%
State,Connecticut,All,2019-20,16,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,17,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,18,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2019-20,40,3.9,0,7,179,> 100%
State,Delaware,All,2019-20,41,6.5,0,11,169,> 100%
State,Delaware,All,2019-20,42,5.4,0,9,168,> 100%
State,Delaware,All,2019-20,43,2.3,0,4,171,> 100%
State,Delaware,All,2019-20,44,6.3,0,10,158,96.30%
State,Delaware,All,2019-20,45,5.1,0,9,176,> 100%
State,Delaware,All,2019-20,46,4.8,0,8,166,> 100%
State,Delaware,All,2019-20,47,4.1,0,7,169,> 100%
State,Delaware,All,2019-20,48,4.5,0,8,176,> 100%
State,Delaware,All,2019-20,49,6.5,0,13,200,> 100%
State,Delaware,All,2019-20,50,3,0,6,203,> 100%
State,Delaware,All,2019-20,51,5.1,0,9,177,> 100%
State,Delaware,All,2019-20,52,5.2,0,10,191,> 100%
State,Delaware,All,2019-20,1,3.4,0,7,205,> 100%
State,Delaware,All,2019-20,2,4.3,0,8,184,> 100%
State,Delaware,All,2019-20,3,6.1,3,8,179,> 100%
State,Delaware,All,2019-20,4,5.7,3,8,194,> 100%
State,Delaware,All,2019-20,5,7.9,0,15,191,> 100%
State,Delaware,All,2019-20,6,3.7,3,4,191,> 100%
State,Delaware,All,2019-20,7,3.4,0,7,206,> 100%
State,Delaware,All,2019-20,8,6.5,1,11,184,> 100%
State,Delaware,All,2019-20,9,5.8,1,8,155,94.50%
State,Delaware,All,2019-20,10,7.6,2,13,197,> 100%
State,Delaware,All,2019-20,11,4.6,1,7,174,> 100%
State,Delaware,All,2019-20,12,8.6,2,15,197,> 100%
State,Delaware,All,2019-20,13,8.6,1,13,162,98.80%
State,Delaware,All,2019-20,14,9.1,0,15,165,> 100%
State,Delaware,All,2019-20,15,9,0,14,155,94.50%
State,Delaware,All,2019-20,16,10.8,0,14,130,79.30%
State,Delaware,All,2019-20,17,23.8,0,15,63,38.40%
State,Delaware,All,2019-20,18,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2019-20,40,4.9,0,4,82,88.10%
State,District of Columbia,All,2019-20,41,5.8,0,6,104,> 100%
State,District of Columbia,All,2019-20,42,3.7,0,4,107,> 100%
State,District of Columbia,All,2019-20,43,5.4,0,6,111,> 100%
State,District of Columbia,All,2019-20,44,9.9,0,11,111,> 100%
State,District of Columbia,All,2019-20,45,5.6,0,6,108,> 100%
State,District of Columbia,All,2019-20,46,6,0,5,84,90.20%
State,District of Columbia,All,2019-20,47,3.4,0,3,87,93.40%
State,District of Columbia,All,2019-20,48,5.4,0,6,112,> 100%
State,District of Columbia,All,2019-20,49,5,0,5,101,> 100%
State,District of Columbia,All,2019-20,50,3.9,0,4,102,> 100%
State,District of Columbia,All,2019-20,51,5.5,0,5,91,97.70%
State,District of Columbia,All,2019-20,52,7.1,1,8,127,> 100%
State,District of Columbia,All,2019-20,1,8.5,1,7,94,> 100%
State,District of Columbia,All,2019-20,2,4.1,0,4,98,> 100%
State,District of Columbia,All,2019-20,3,9,2,7,100,> 100%
State,District of Columbia,All,2019-20,4,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,5,9.1,0,11,121,> 100%
State,District of Columbia,All,2019-20,6,7.3,0,8,110,> 100%
State,District of Columbia,All,2019-20,7,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,8,7.3,1,6,96,> 100%
State,District of Columbia,All,2019-20,9,5.1,0,6,118,> 100%
State,District of Columbia,All,2019-20,10,10.6,0,10,94,> 100%
State,District of Columbia,All,2019-20,11,4.9,1,3,82,88.10%
State,District of Columbia,All,2019-20,12,10.3,1,9,97,> 100%
State,District of Columbia,All,2019-20,13,12.9,1,12,101,> 100%
State,District of Columbia,All,2019-20,14,19.6,0,22,112,> 100%
State,District of Columbia,All,2019-20,15,23.4,0,33,141,> 100%
State,District of Columbia,All,2019-20,16,25.8,0,32,124,> 100%
State,District of Columbia,All,2019-20,17,19.3,0,16,83,89.10%
State,District of Columbia,All,2019-20,18,5,0,1,20,21.50%
State,Florida,All,2019-20,40,4.8,0,184,"3,838",> 100%
State,Florida,All,2019-20,41,4.6,0,179,"3,868",> 100%
State,Florida,All,2019-20,42,5.2,3,193,"3,784",> 100%
State,Florida,All,2019-20,43,5.8,3,214,"3,721",> 100%
State,Florida,All,2019-20,44,5.9,6,224,"3,876",> 100%
State,Florida,All,2019-20,45,6,4,235,"3,962",> 100%
State,Florida,All,2019-20,46,5.1,10,197,"4,034",> 100%
State,Florida,All,2019-20,47,5.1,3,199,"3,983",> 100%
State,Florida,All,2019-20,48,5.2,7,200,"4,016",> 100%
State,Florida,All,2019-20,49,5.9,6,242,"4,183",> 100%
State,Florida,All,2019-20,50,5.5,6,229,"4,240",> 100%
State,Florida,All,2019-20,51,5.7,10,221,"4,076",> 100%
State,Florida,All,2019-20,52,6.4,12,260,"4,251",> 100%
State,Florida,All,2019-20,1,6.5,29,245,"4,239",> 100%
State,Florida,All,2019-20,2,6.7,27,260,"4,307",> 100%
State,Florida,All,2019-20,3,6.7,36,248,"4,269",> 100%
State,Florida,All,2019-20,4,6.3,35,235,"4,258",> 100%
State,Florida,All,2019-20,5,6.2,34,233,"4,291",> 100%
State,Florida,All,2019-20,6,6.9,31,261,"4,235",> 100%
State,Florida,All,2019-20,7,6.7,25,258,"4,214",> 100%
State,Florida,All,2019-20,8,6.8,31,258,"4,248",> 100%
State,Florida,All,2019-20,9,6.7,30,251,"4,223",> 100%
State,Florida,All,2019-20,10,6.4,26,254,"4,363",> 100%
State,Florida,All,2019-20,11,7.4,23,291,"4,250",> 100%
State,Florida,All,2019-20,12,8.7,20,344,"4,207",> 100%
State,Florida,All,2019-20,13,8.5,18,347,"4,296",> 100%
State,Florida,All,2019-20,14,10.7,17,445,"4,330",> 100%
State,Florida,All,2019-20,15,9.5,9,404,"4,362",> 100%
State,Florida,All,2019-20,16,9.6,3,392,"4,119",> 100%
State,Florida,All,2019-20,17,8,5,285,"3,645",99.30%
State,Florida,All,2019-20,18,5.5,1,101,"1,855",50.50%
State,Georgia,All,2019-20,40,3.8,0,61,"1,592",> 100%
State,Georgia,All,2019-20,41,4.3,2,66,"1,568",> 100%
State,Georgia,All,2019-20,42,4.3,0,67,"1,569",> 100%
State,Georgia,All,2019-20,43,3.7,2,58,"1,606",> 100%
State,Georgia,All,2019-20,44,3.5,0,58,"1,644",> 100%
State,Georgia,All,2019-20,45,4.7,0,78,"1,669",> 100%
State,Georgia,All,2019-20,46,4.7,0,78,"1,656",> 100%
State,Georgia,All,2019-20,47,4.3,1,75,"1,788",> 100%
State,Georgia,All,2019-20,48,4.5,4,73,"1,702",> 100%
State,Georgia,All,2019-20,49,4.3,3,68,"1,665",> 100%
State,Georgia,All,2019-20,50,5.2,9,79,"1,693",> 100%
State,Georgia,All,2019-20,51,4.8,6,76,"1,725",> 100%
State,Georgia,All,2019-20,52,5.8,13,88,"1,741",> 100%
State,Georgia,All,2019-20,1,7.4,22,111,"1,798",> 100%
State,Georgia,All,2019-20,2,7,26,99,"1,780",> 100%
State,Georgia,All,2019-20,3,6.7,21,94,"1,705",> 100%
State,Georgia,All,2019-20,4,7.2,20,108,"1,780",> 100%
State,Georgia,All,2019-20,5,5.5,6,91,"1,766",> 100%
State,Georgia,All,2019-20,6,6.3,9,100,"1,737",> 100%
State,Georgia,All,2019-20,7,6,15,87,"1,704",> 100%
State,Georgia,All,2019-20,8,5.9,20,79,"1,669",> 100%
State,Georgia,All,2019-20,9,5.2,9,83,"1,777",> 100%
State,Georgia,All,2019-20,10,5.1,10,74,"1,653",> 100%
State,Georgia,All,2019-20,11,5.7,5,91,"1,670",> 100%
State,Georgia,All,2019-20,12,7.6,7,118,"1,634",> 100%
State,Georgia,All,2019-20,13,8.4,7,134,"1,673",> 100%
State,Georgia,All,2019-20,14,11.1,4,189,"1,744",> 100%
State,Georgia,All,2019-20,15,11.3,3,183,"1,646",> 100%
State,Georgia,All,2019-20,16,9.3,3,130,"1,425",93.90%
State,Georgia,All,2019-20,17,7.8,0,82,"1,049",69.20%
State,Georgia,All,2019-20,18,4.9,0,17,350,23.10%
State,Hawaii,All,2019-20,40,6.9,0,15,218,> 100%
State,Hawaii,All,2019-20,41,4.6,0,9,194,92.80%
State,Hawaii,All,2019-20,42,8.4,0,19,226,> 100%
State,Hawaii,All,2019-20,43,5.1,0,10,196,93.80%
State,Hawaii,All,2019-20,44,6.9,0,14,203,97.10%
State,Hawaii,All,2019-20,45,5.6,0,12,214,> 100%
State,Hawaii,All,2019-20,46,5.5,0,11,200,95.70%
State,Hawaii,All,2019-20,47,4.9,0,10,205,98.10%
State,Hawaii,All,2019-20,48,6.2,0,13,209,100%
State,Hawaii,All,2019-20,49,8.5,1,17,212,> 100%
State,Hawaii,All,2019-20,50,6.9,0,15,217,> 100%
State,Hawaii,All,2019-20,51,6.5,0,15,231,> 100%
State,Hawaii,All,2019-20,52,6.3,2,13,239,> 100%
State,Hawaii,All,2019-20,1,11.7,2,26,239,> 100%
State,Hawaii,All,2019-20,2,7.1,1,16,238,> 100%
State,Hawaii,All,2019-20,3,10.1,1,20,208,99.50%
State,Hawaii,All,2019-20,4,5.1,2,10,234,> 100%
State,Hawaii,All,2019-20,5,7.4,0,18,243,> 100%
State,Hawaii,All,2019-20,6,8.1,0,19,235,> 100%
State,Hawaii,All,2019-20,7,9.6,4,22,271,> 100%
State,Hawaii,All,2019-20,8,7.6,1,17,238,> 100%
State,Hawaii,All,2019-20,9,6.8,2,14,236,> 100%
State,Hawaii,All,2019-20,10,10,4,18,220,> 100%
State,Hawaii,All,2019-20,11,7.5,2,16,241,> 100%
State,Hawaii,All,2019-20,12,8.7,2,16,208,99.50%
State,Hawaii,All,2019-20,13,7.4,2,15,230,> 100%
State,Hawaii,All,2019-20,14,6.1,1,13,229,> 100%
State,Hawaii,All,2019-20,15,6.5,1,12,201,96.20%
State,Hawaii,All,2019-20,16,2.2,0,4,186,89%
State,Hawaii,All,2019-20,17,3.4,0,6,178,85.20%
State,Hawaii,All,2019-20,18,3.3,0,3,90,43.10%
State,Idaho,All,2019-20,40,3.3,0,9,270,> 100%
State,Idaho,All,2019-20,41,3.4,0,9,261,> 100%
State,Idaho,All,2019-20,42,2.9,0,8,277,> 100%
State,Idaho,All,2019-20,43,7.9,0,21,267,> 100%
State,Idaho,All,2019-20,44,1.7,0,5,303,> 100%
State,Idaho,All,2019-20,45,3.1,0,9,288,> 100%
State,Idaho,All,2019-20,46,4.5,0,13,292,> 100%
State,Idaho,All,2019-20,47,5.3,0,13,243,97%
State,Idaho,All,2019-20,48,3.6,0,10,279,> 100%
State,Idaho,All,2019-20,49,7.1,2,17,267,> 100%
State,Idaho,All,2019-20,50,3.9,1,10,285,> 100%
State,Idaho,All,2019-20,51,5.8,4,14,309,> 100%
State,Idaho,All,2019-20,52,6.2,3,15,292,> 100%
State,Idaho,All,2019-20,1,7.5,2,19,279,> 100%
State,Idaho,All,2019-20,2,6.6,3,16,288,> 100%
State,Idaho,All,2019-20,3,5.8,1,16,292,> 100%
State,Idaho,All,2019-20,4,6.3,1,16,272,> 100%
State,Idaho,All,2019-20,5,5.1,1,12,253,> 100%
State,Idaho,All,2019-20,6,6.7,2,17,285,> 100%
State,Idaho,All,2019-20,7,4.9,2,12,283,> 100%
State,Idaho,All,2019-20,8,6.8,4,18,323,> 100%
State,Idaho,All,2019-20,9,7.2,3,18,290,> 100%
State,Idaho,All,2019-20,10,7.1,3,16,268,> 100%
State,Idaho,All,2019-20,11,8,3,20,287,> 100%
State,Idaho,All,2019-20,12,8.1,4,21,309,> 100%
State,Idaho,All,2019-20,13,4.5,1,14,336,> 100%
State,Idaho,All,2019-20,14,7,2,17,271,> 100%
State,Idaho,All,2019-20,15,5.6,0,17,303,> 100%
State,Idaho,All,2019-20,16,4.4,0,12,271,> 100%
State,Idaho,All,2019-20,17,6.5,0,15,231,92.20%
State,Idaho,All,2019-20,18,4.8,0,4,83,33.10%
State,Illinois,All,2019-20,40,6.3,0,127,"2,021",99.20%
State,Illinois,All,2019-20,41,5.7,1,119,"2,105",> 100%
State,Illinois,All,2019-20,42,5.6,0,122,"2,184",> 100%
State,Illinois,All,2019-20,43,4.8,0,105,"2,190",> 100%
State,Illinois,All,2019-20,44,5.6,1,114,"2,070",> 100%
State,Illinois,All,2019-20,45,5.2,2,112,"2,186",> 100%
State,Illinois,All,2019-20,46,5,1,108,"2,182",> 100%
State,Illinois,All,2019-20,47,5.3,0,110,"2,081",> 100%
State,Illinois,All,2019-20,48,5.4,2,113,"2,143",> 100%
State,Illinois,All,2019-20,49,5.8,1,123,"2,146",> 100%
State,Illinois,All,2019-20,50,5.9,2,126,"2,180",> 100%
State,Illinois,All,2019-20,51,5.8,3,122,"2,149",> 100%
State,Illinois,All,2019-20,52,6,4,130,"2,238",> 100%
State,Illinois,All,2019-20,1,6.5,3,145,"2,261",> 100%
State,Illinois,All,2019-20,2,7.4,13,158,"2,318",> 100%
State,Illinois,All,2019-20,3,6.6,7,146,"2,306",> 100%
State,Illinois,All,2019-20,4,8,18,164,"2,285",> 100%
State,Illinois,All,2019-20,5,8.1,18,161,"2,211",> 100%
State,Illinois,All,2019-20,6,7.4,10,160,"2,301",> 100%
State,Illinois,All,2019-20,7,6.9,13,143,"2,266",> 100%
State,Illinois,All,2019-20,8,7.1,15,147,"2,286",> 100%
State,Illinois,All,2019-20,9,7.2,21,144,"2,290",> 100%
State,Illinois,All,2019-20,10,8.8,27,175,"2,289",> 100%
