AREA,SUB AREA,AGE GROUP,SEASON,WEEK,PERCENT P&I,NUM INFLUENZA DEATHS,NUM PNEUMONIA DEATHS,TOTAL DEATHS,PERCENT COMPLETE
State,Arkansas,All,2019-20,7,5.7,4,36,698,> 100%
State,Arkansas,All,2019-20,8,8.1,9,47,689,> 100%
State,Arkansas,All,2019-20,9,6.1,6,34,660,> 100%
State,Arkansas,All,2019-20,10,7.1,8,41,689,> 100%
State,Arkansas,All,2019-20,11,6.6,3,37,609,> 100%
State,Arkansas,All,2019-20,12,9.8,11,50,620,> 100%
State,Arkansas,All,2019-20,13,7.6,5,41,608,> 100%
State,Arkansas,All,2019-20,14,8.1,0,45,556,92.80%
State,Arkansas,All,2019-20,15,8.3,2,39,492,82.10%
State,Arkansas,All,2019-20,16,6.7,0,22,329,54.90%
State,California,All,2019-20,40,5.3,1,264,"4,956",> 100%
State,California,All,2019-20,41,6.3,0,307,"4,893",99.50%
State,California,All,2019-20,42,5.8,2,291,"5,046",> 100%
State,California,All,2019-20,43,6.2,2,312,"5,073",> 100%
State,California,All,2019-20,44,6.3,3,321,"5,104",> 100%
State,California,All,2019-20,45,6.5,5,338,"5,274",> 100%
State,California,All,2019-20,46,5.9,2,296,"5,093",> 100%
State,California,All,2019-20,47,6.2,3,313,"5,129",> 100%
State,California,All,2019-20,48,5.9,9,293,"5,162",> 100%
State,California,All,2019-20,49,7,14,370,"5,481",> 100%
State,California,All,2019-20,50,6.8,11,353,"5,337",> 100%
State,California,All,2019-20,51,6.9,13,355,"5,367",> 100%
State,California,All,2019-20,52,6.9,23,359,"5,521",> 100%
State,California,All,2019-20,1,8.6,42,460,"5,853",> 100%
State,California,All,2019-20,2,8,50,416,"5,827",> 100%
State,California,All,2019-20,3,9.7,65,495,"5,775",> 100%
State,California,All,2019-20,4,8.7,69,434,"5,782",> 100%
State,California,All,2019-20,5,8.5,57,421,"5,643",> 100%
State,California,All,2019-20,6,8.7,66,442,"5,863",> 100%
State,California,All,2019-20,7,8.9,72,420,"5,529",> 100%
State,California,All,2019-20,8,9.1,69,450,"5,732",> 100%
State,California,All,2019-20,9,8.7,70,421,"5,616",> 100%
State,California,All,2019-20,10,9.2,54,464,"5,642",> 100%
State,California,All,2019-20,11,8.8,52,417,"5,350",> 100%
State,California,All,2019-20,12,9.1,41,463,"5,532",> 100%
State,California,All,2019-20,13,10.6,25,554,"5,472",> 100%
State,California,All,2019-20,14,10.8,22,578,"5,564",> 100%
State,California,All,2019-20,15,9.6,3,467,"4,893",99.50%
State,California,All,2019-20,16,8.5,2,211,"2,499",50.80%
State,Colorado,All,2019-20,40,3.9,0,28,715,> 100%
State,Colorado,All,2019-20,41,3.1,0,23,750,> 100%
State,Colorado,All,2019-20,42,5,0,40,797,> 100%
State,Colorado,All,2019-20,43,5,1,38,782,> 100%
State,Colorado,All,2019-20,44,4.3,3,29,744,> 100%
State,Colorado,All,2019-20,45,6.1,0,47,775,> 100%
State,Colorado,All,2019-20,46,3.5,1,26,777,> 100%
State,Colorado,All,2019-20,47,2.9,2,20,751,> 100%
State,Colorado,All,2019-20,48,5.7,0,41,721,> 100%
State,Colorado,All,2019-20,49,3.8,0,28,734,> 100%
State,Colorado,All,2019-20,50,4.7,1,36,782,> 100%
State,Colorado,All,2019-20,51,6.4,6,45,796,> 100%
State,Colorado,All,2019-20,52,3.5,1,28,838,> 100%
State,Colorado,All,2019-20,1,6.2,5,47,837,> 100%
State,Colorado,All,2019-20,2,6.8,7,51,854,> 100%
State,Colorado,All,2019-20,3,7.9,9,57,833,> 100%
State,Colorado,All,2019-20,4,8.4,21,50,842,> 100%
State,Colorado,All,2019-20,5,6.3,6,43,784,> 100%
State,Colorado,All,2019-20,6,7.1,11,48,830,> 100%
State,Colorado,All,2019-20,7,6.9,7,48,797,> 100%
State,Colorado,All,2019-20,8,5.5,3,45,866,> 100%
State,Colorado,All,2019-20,9,8.6,16,55,829,> 100%
State,Colorado,All,2019-20,10,7,8,48,805,> 100%
State,Colorado,All,2019-20,11,5.5,9,35,798,> 100%
State,Colorado,All,2019-20,12,8.9,11,66,867,> 100%
State,Colorado,All,2019-20,13,10.5,7,81,836,> 100%
State,Colorado,All,2019-20,14,15.7,8,132,893,> 100%
State,Colorado,All,2019-20,15,16.4,3,146,909,> 100%
State,Colorado,All,2019-20,16,9.5,0,42,444,64.10%
State,Connecticut,All,2019-20,40,3.1,0,18,573,98.60%
State,Connecticut,All,2019-20,41,6.6,0,37,558,96%
State,Connecticut,All,2019-20,42,5.1,0,30,592,> 100%
State,Connecticut,All,2019-20,43,6.1,0,34,554,95.30%
State,Connecticut,All,2019-20,44,4.5,1,26,601,> 100%
State,Connecticut,All,2019-20,45,5.5,2,31,600,> 100%
State,Connecticut,All,2019-20,46,5.6,0,35,627,> 100%
State,Connecticut,All,2019-20,47,6.7,0,43,646,> 100%
State,Connecticut,All,2019-20,48,4.7,1,29,644,> 100%
State,Connecticut,All,2019-20,49,5.4,1,27,519,89.30%
State,Connecticut,All,2019-20,50,5.8,0,29,501,86.20%
State,Connecticut,All,2019-20,51,5.8,1,28,502,86.40%
State,Connecticut,All,2019-20,52,6.4,2,31,516,88.80%
State,Connecticut,All,2019-20,1,3.9,0,9,229,39.40%
State,Connecticut,All,2019-20,2,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,3,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,4,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,5,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,6,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,7,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,8,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,9,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,10,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,11,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,12,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,13,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,14,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,15,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Connecticut,All,2019-20,16,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,Delaware,All,2019-20,40,3.4,0,6,178,> 100%
State,Delaware,All,2019-20,41,6.5,0,11,169,> 100%
State,Delaware,All,2019-20,42,5.4,0,9,168,> 100%
State,Delaware,All,2019-20,43,2.3,0,4,171,> 100%
State,Delaware,All,2019-20,44,6.3,0,10,158,96.30%
State,Delaware,All,2019-20,45,5.1,0,9,176,> 100%
State,Delaware,All,2019-20,46,4.8,0,8,166,> 100%
State,Delaware,All,2019-20,47,4.2,0,7,168,> 100%
State,Delaware,All,2019-20,48,4.6,0,8,175,> 100%
State,Delaware,All,2019-20,49,6.5,0,13,199,> 100%
State,Delaware,All,2019-20,50,3,0,6,203,> 100%
State,Delaware,All,2019-20,51,5.1,0,9,177,> 100%
State,Delaware,All,2019-20,52,5.2,0,10,191,> 100%
State,Delaware,All,2019-20,1,3.4,0,7,205,> 100%
State,Delaware,All,2019-20,2,4.3,0,8,184,> 100%
State,Delaware,All,2019-20,3,6.3,3,8,176,> 100%
State,Delaware,All,2019-20,4,5.7,3,8,193,> 100%
State,Delaware,All,2019-20,5,7.9,0,15,190,> 100%
State,Delaware,All,2019-20,6,3.7,3,4,190,> 100%
State,Delaware,All,2019-20,7,3.4,0,7,205,> 100%
State,Delaware,All,2019-20,8,6.6,1,11,181,> 100%
State,Delaware,All,2019-20,9,6.3,1,8,144,87.80%
State,Delaware,All,2019-20,10,6.8,1,10,162,98.80%
State,Delaware,All,2019-20,11,2.9,0,4,136,82.90%
State,Delaware,All,2019-20,12,5.8,1,8,155,94.50%
State,Delaware,All,2019-20,13,8.6,1,11,139,84.80%
State,Delaware,All,2019-20,14,7.5,0,11,147,89.60%
State,Delaware,All,2019-20,15,8.8,0,10,113,68.90%
State,Delaware,All,2019-20,16,,Insufficient Data,Insufficient Data,Insufficient Data,< 20%
State,District of Columbia,All,2019-20,40,4.9,0,4,82,88.10%
State,District of Columbia,All,2019-20,41,5.8,0,6,104,> 100%
State,District of Columbia,All,2019-20,42,3.7,0,4,107,> 100%
State,District of Columbia,All,2019-20,43,5.4,0,6,111,> 100%
State,District of Columbia,All,2019-20,44,9.9,0,11,111,> 100%
State,District of Columbia,All,2019-20,45,5.6,0,6,108,> 100%
State,District of Columbia,All,2019-20,46,6,0,5,84,90.20%
State,District of Columbia,All,2019-20,47,3.4,0,3,87,93.40%
State,District of Columbia,All,2019-20,48,5.4,0,6,112,> 100%
State,District of Columbia,All,2019-20,49,5,0,5,101,> 100%
State,District of Columbia,All,2019-20,50,3.9,0,4,102,> 100%
State,District of Columbia,All,2019-20,51,5.5,0,5,91,97.70%
State,District of Columbia,All,2019-20,52,7.1,1,8,127,> 100%
State,District of Columbia,All,2019-20,1,8.5,1,7,94,> 100%
State,District of Columbia,All,2019-20,2,3.1,0,3,97,> 100%
State,District of Columbia,All,2019-20,3,9.2,2,7,98,> 100%
State,District of Columbia,All,2019-20,4,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,5,9.2,0,11,120,> 100%
State,District of Columbia,All,2019-20,6,7.3,0,8,110,> 100%
State,District of Columbia,All,2019-20,7,8.9,0,9,101,> 100%
State,District of Columbia,All,2019-20,8,7.4,1,6,94,> 100%
State,District of Columbia,All,2019-20,9,5.1,0,6,117,> 100%
State,District of Columbia,All,2019-20,10,11.1,0,10,90,96.70%
State,District of Columbia,All,2019-20,11,5.1,1,3,79,84.80%
State,District of Columbia,All,2019-20,12,9.9,1,8,91,97.70%
State,District of Columbia,All,2019-20,13,11.1,1,9,90,96.70%
State,District of Columbia,All,2019-20,14,18.9,0,18,95,> 100%
State,District of Columbia,All,2019-20,15,19.6,0,19,97,> 100%
State,District of Columbia,All,2019-20,16,13,0,3,23,24.70%
State,Florida,All,2019-20,40,4.8,0,184,"3,838",> 100%
State,Florida,All,2019-20,41,4.6,0,179,"3,868",> 100%
State,Florida,All,2019-20,42,5.2,3,193,"3,784",> 100%
State,Florida,All,2019-20,43,5.8,3,214,"3,722",> 100%
State,Florida,All,2019-20,44,5.9,6,223,"3,875",> 100%
State,Florida,All,2019-20,45,6,4,235,"3,961",> 100%
State,Florida,All,2019-20,46,5.1,10,197,"4,034",> 100%
State,Florida,All,2019-20,47,5.1,3,200,"3,983",> 100%
State,Florida,All,2019-20,48,5.2,7,200,"4,016",> 100%
State,Florida,All,2019-20,49,5.9,6,242,"4,182",> 100%
State,Florida,All,2019-20,50,5.5,6,229,"4,240",> 100%
State,Florida,All,2019-20,51,5.7,10,221,"4,076",> 100%
State,Florida,All,2019-20,52,6.4,12,260,"4,250",> 100%
State,Florida,All,2019-20,1,6.4,29,244,"4,235",> 100%
State,Florida,All,2019-20,2,6.7,27,260,"4,301",> 100%
State,Florida,All,2019-20,3,6.6,36,246,"4,267",> 100%
State,Florida,All,2019-20,4,6.3,35,234,"4,254",> 100%
State,Florida,All,2019-20,5,6.2,33,233,"4,292",> 100%
State,Florida,All,2019-20,6,6.9,30,260,"4,228",> 100%
State,Florida,All,2019-20,7,6.7,25,257,"4,210",> 100%
State,Florida,All,2019-20,8,6.8,31,258,"4,246",> 100%
State,Florida,All,2019-20,9,6.7,30,251,"4,218",> 100%
State,Florida,All,2019-20,10,6.4,25,253,"4,357",> 100%
State,Florida,All,2019-20,11,7.3,23,285,"4,234",> 100%
State,Florida,All,2019-20,12,8.6,19,341,"4,181",> 100%
State,Florida,All,2019-20,13,8.4,15,342,"4,258",> 100%
State,Florida,All,2019-20,14,10.5,17,423,"4,200",> 100%
State,Florida,All,2019-20,15,8.9,9,334,"3,839",> 100%
State,Florida,All,2019-20,16,7.7,1,163,"2,141",58.30%
State,Georgia,All,2019-20,40,3.8,0,61,"1,592",> 100%
State,Georgia,All,2019-20,41,4.3,2,66,"1,568",> 100%
State,Georgia,All,2019-20,42,4.3,0,67,"1,568",> 100%
State,Georgia,All,2019-20,43,3.7,2,58,"1,606",> 100%
State,Georgia,All,2019-20,44,3.5,0,58,"1,642",> 100%
State,Georgia,All,2019-20,45,4.7,0,78,"1,669",> 100%
State,Georgia,All,2019-20,46,4.7,0,78,"1,656",> 100%
State,Georgia,All,2019-20,47,4.3,1,75,"1,787",> 100%
State,Georgia,All,2019-20,48,4.5,4,73,"1,699",> 100%
State,Georgia,All,2019-20,49,4.3,3,68,"1,665",> 100%
State,Georgia,All,2019-20,50,5.2,9,78,"1,689",> 100%
State,Georgia,All,2019-20,51,4.7,5,76,"1,721",> 100%
State,Georgia,All,2019-20,52,5.8,13,88,"1,740",> 100%
State,Georgia,All,2019-20,1,7.4,22,111,"1,795",> 100%
State,Georgia,All,2019-20,2,6.8,26,95,"1,771",> 100%
State,Georgia,All,2019-20,3,6.8,21,94,"1,703",> 100%
State,Georgia,All,2019-20,4,7.1,20,106,"1,771",> 100%
State,Georgia,All,2019-20,5,5.5,6,91,"1,748",> 100%
State,Georgia,All,2019-20,6,6.3,9,99,"1,727",> 100%
State,Georgia,All,2019-20,7,6,15,85,"1,673",> 100%
State,Georgia,All,2019-20,8,5.9,20,77,"1,648",> 100%
State,Georgia,All,2019-20,9,5.2,9,81,"1,742",> 100%
State,Georgia,All,2019-20,10,5.1,10,72,"1,609",> 100%
State,Georgia,All,2019-20,11,5.8,4,89,"1,612",> 100%
State,Georgia,All,2019-20,12,7.5,7,109,"1,551",> 100%
State,Georgia,All,2019-20,13,8.1,7,118,"1,537",> 100%
State,Georgia,All,2019-20,14,10.5,2,150,"1,443",95.10%
State,Georgia,All,2019-20,15,9.8,1,105,"1,087",71.70%
State,Georgia,All,2019-20,16,8.1,1,32,409,27%
State,Hawaii,All,2019-20,40,6.8,0,15,219,> 100%
State,Hawaii,All,2019-20,41,4.6,0,9,194,92.80%
State,Hawaii,All,2019-20,42,8.4,0,19,226,> 100%
State,Hawaii,All,2019-20,43,5.1,0,10,196,93.80%
State,Hawaii,All,2019-20,44,6.9,0,14,203,97.10%
State,Hawaii,All,2019-20,45,5.6,0,12,214,> 100%
State,Hawaii,All,2019-20,46,5.5,0,11,200,95.70%
State,Hawaii,All,2019-20,47,4.9,0,10,205,98.10%
State,Hawaii,All,2019-20,48,6.2,0,13,210,> 100%
State,Hawaii,All,2019-20,49,8.5,1,17,212,> 100%
State,Hawaii,All,2019-20,50,6.9,0,15,218,> 100%
State,Hawaii,All,2019-20,51,6.5,0,15,232,> 100%
State,Hawaii,All,2019-20,52,6.3,2,13,239,> 100%
State,Hawaii,All,2019-20,1,11.3,2,25,238,> 100%
State,Hawaii,All,2019-20,2,7.2,1,16,237,> 100%
State,Hawaii,All,2019-20,3,10.1,1,20,208,99.50%
State,Hawaii,All,2019-20,4,5.2,2,10,232,> 100%
State,Hawaii,All,2019-20,5,7.4,0,18,243,> 100%
State,Hawaii,All,2019-20,6,7.7,0,18,235,> 100%
State,Hawaii,All,2019-20,7,9.6,4,22,271,> 100%
State,Hawaii,All,2019-20,8,7.1,1,16,238,> 100%
State,Hawaii,All,2019-20,9,6.8,2,14,236,> 100%
State,Hawaii,All,2019-20,10,10,4,18,219,> 100%
State,Hawaii,All,2019-20,11,7.6,2,16,238,> 100%
State,Hawaii,All,2019-20,12,8.3,2,15,204,97.60%
State,Hawaii,All,2019-20,13,7.4,2,15,229,> 100%
State,Hawaii,All,2019-20,14,5.3,0,12,225,> 100%
State,Hawaii,All,2019-20,15,5.6,1,9,177,84.70%
State,Hawaii,All,2019-20,16,3.9,0,2,51,24.40%
State,Idaho,All,2019-20,40,3.3,0,9,270,> 100%
State,Idaho,All,2019-20,41,3.4,0,9,261,> 100%
State,Idaho,All,2019-20,42,2.9,0,8,277,> 100%
State,Idaho,All,2019-20,43,7.9,0,21,267,> 100%
State,Idaho,All,2019-20,44,1.7,0,5,303,> 100%
State,Idaho,All,2019-20,45,3.1,0,9,288,> 100%
State,Idaho,All,2019-20,46,4.5,0,13,292,> 100%
State,Idaho,All,2019-20,47,5.3,0,13,243,97%
State,Idaho,All,2019-20,48,3.6,0,10,279,> 100%
State,Idaho,All,2019-20,49,7.1,2,17,267,> 100%
State,Idaho,All,2019-20,50,3.9,1,10,285,> 100%
State,Idaho,All,2019-20,51,5.8,4,14,309,> 100%
State,Idaho,All,2019-20,52,6.2,3,15,292,> 100%
State,Idaho,All,2019-20,1,7.5,2,19,279,> 100%
State,Idaho,All,2019-20,2,6.6,3,16,288,> 100%
State,Idaho,All,2019-20,3,5.8,1,16,292,> 100%
State,Idaho,All,2019-20,4,6.3,1,16,272,> 100%
State,Idaho,All,2019-20,5,5.1,1,12,253,> 100%
State,Idaho,All,2019-20,6,6.7,2,17,285,> 100%
State,Idaho,All,2019-20,7,4.9,2,12,283,> 100%
State,Idaho,All,2019-20,8,6.8,4,18,323,> 100%
State,Idaho,All,2019-20,9,7.2,3,18,290,> 100%
State,Idaho,All,2019-20,10,7.1,3,16,268,> 100%
State,Idaho,All,2019-20,11,8,3,20,286,> 100%
State,Idaho,All,2019-20,12,8.4,4,22,308,> 100%
State,Idaho,All,2019-20,13,4.2,1,13,333,> 100%
State,Idaho,All,2019-20,14,7.1,2,17,267,> 100%
State,Idaho,All,2019-20,15,5.6,0,16,286,> 100%
State,Idaho,All,2019-20,16,5.1,0,8,157,62.70%
State,Illinois,All,2019-20,40,6.3,0,127,"2,021",99.20%
State,Illinois,All,2019-20,41,5.7,1,119,"2,105",> 100%
State,Illinois,All,2019-20,42,5.6,0,122,"2,184",> 100%
State,Illinois,All,2019-20,43,4.8,0,105,"2,190",> 100%
State,Illinois,All,2019-20,44,5.5,1,113,"2,070",> 100%
State,Illinois,All,2019-20,45,5.2,2,112,"2,186",> 100%
State,Illinois,All,2019-20,46,5,1,108,"2,182",> 100%
State,Illinois,All,2019-20,47,5.3,0,110,"2,080",> 100%
State,Illinois,All,2019-20,48,5.4,2,113,"2,143",> 100%
State,Illinois,All,2019-20,49,5.8,1,123,"2,147",> 100%
State,Illinois,All,2019-20,50,5.9,2,126,"2,180",> 100%
State,Illinois,All,2019-20,51,5.8,3,122,"2,148",> 100%
State,Illinois,All,2019-20,52,5.9,3,130,"2,238",> 100%
State,Illinois,All,2019-20,1,6.6,3,145,"2,259",> 100%
State,Illinois,All,2019-20,2,7.4,13,158,"2,317",> 100%
State,Illinois,All,2019-20,3,6.6,7,146,"2,306",> 100%
State,Illinois,All,2019-20,4,8,18,164,"2,285",> 100%
State,Illinois,All,2019-20,5,8.1,18,161,"2,207",> 100%
State,Illinois,All,2019-20,6,7.4,10,160,"2,300",> 100%
State,Illinois,All,2019-20,7,6.8,13,142,"2,267",> 100%
State,Illinois,All,2019-20,8,7.1,15,147,"2,285",> 100%
State,Illinois,All,2019-20,9,7.2,21,143,"2,288",> 100%
State,Illinois,All,2019-20,10,8.8,27,174,"2,285",> 100%
State,Illinois,All,2019-20,11,8.5,21,168,"2,212",> 100%
State,Illinois,All,2019-20,12,8.3,21,172,"2,316",> 100%
State,Illinois,All,2019-20,13,10.6,14,227,"2,272",> 100%
State,Illinois,All,2019-20,14,11.7,6,274,"2,397",> 100%
State,Illinois,All,2019-20,15,10.8,4,231,"2,172",> 100%
State,Illinois,All,2019-20,16,11.3,4,164,"1,489",73.10%
State,Indiana,All,2019-20,40,5.6,0,68,"1,205",> 100%
State,Indiana,All,2019-20,41,6.3,1,77,"1,231",> 100%
State,Indiana,All,2019-20,42,5.9,0,74,"1,256",> 100%
State,Indiana,All,2019-20,43,5.8,1,73,"1,269",> 100%
State,Indiana,All,2019-20,44,5.6,1,73,"1,318",> 100%
State,Indiana,All,2019-20,45,4.5,1,56,"1,264",> 100%
State,Indiana,All,2019-20,46,6.5,0,83,"1,270",> 100%
State,Indiana,All,2019-20,47,4.9,0,64,"1,311",> 100%
State,Indiana,All,2019-20,48,5.8,1,75,"1,300",> 100%
State,Indiana,All,2019-20,49,6.4,1,83,"1,320",> 100%
State,Indiana,All,2019-20,50,6.5,2,83,"1,301",> 100%
State,Indiana,All,2019-20,51,7,4,95,"1,405",> 100%
State,Indiana,All,2019-20,52,7.6,5,93,"1,297",> 100%
State,Indiana,All,2019-20,1,9.1,13,118,"1,438",> 100%
State,Indiana,All,2019-20,2,8.7,13,107,"1,384",> 100%
