Date_evenement,Zone,Communes_a_envoi_dematerialise_Deces2020,Total_deces_2020,Communes_a_envoi_dematerialise_Deces2019,Total_deces_2019,Communes_a_envoi_dematerialise_Deces2018,Total_deces_2018
21/05/2020,France,NA,NA,124724,136474,130297,143016
22/05/2020,France,NA,NA,126157,138030,131692,144555
23/05/2020,France,NA,NA,127668,139688,133178,146163
24/05/2020,France,NA,NA,129197,141336,134649,147752
25/05/2020,France,NA,NA,130587,142843,136066,149316
26/05/2020,France,NA,NA,131923,144306,137518,150918
27/05/2020,France,NA,NA,133333,145850,138958,152488
28/05/2020,France,NA,NA,134756,147384,140417,154090
29/05/2020,France,NA,NA,136130,148876,141862,155663
30/05/2020,France,NA,NA,137461,150328,143279,157215
31/05/2020,France,NA,NA,138885,151884,144641,158700
01/03/2020,Dept_01,11,15,12,15,10,13
02/03/2020,Dept_01,18,23,26,34,25,29
03/03/2020,Dept_01,30,37,37,46,38,48
04/03/2020,Dept_01,38,47,46,56,51,62
05/03/2020,Dept_01,51,62,58,72,69,83
06/03/2020,Dept_01,64,76,64,82,82,97
07/03/2020,Dept_01,77,93,72,91,98,115
08/03/2020,Dept_01,88,104,82,103,109,128
09/03/2020,Dept_01,100,116,89,112,118,141
10/03/2020,Dept_01,113,131,101,124,129,155
11/03/2020,Dept_01,124,143,114,139,134,161
12/03/2020,Dept_01,130,151,118,144,149,178
13/03/2020,Dept_01,146,169,127,155,161,192
14/03/2020,Dept_01,158,182,142,171,170,203
15/03/2020,Dept_01,176,202,153,183,182,216
16/03/2020,Dept_01,184,211,164,195,190,225
17/03/2020,Dept_01,202,229,175,207,201,237
18/03/2020,Dept_01,216,247,182,217,212,255
19/03/2020,Dept_01,233,266,188,228,225,272
20/03/2020,Dept_01,239,274,199,241,236,283
21/03/2020,Dept_01,251,293,209,252,252,303
22/03/2020,Dept_01,260,302,217,264,259,313
23/03/2020,Dept_01,270,316,230,278,276,331
24/03/2020,Dept_01,279,329,244,293,289,345
25/03/2020,Dept_01,288,342,255,306,298,356
26/03/2020,Dept_01,302,358,266,319,308,366
27/03/2020,Dept_01,311,376,275,331,321,382
28/03/2020,Dept_01,321,389,289,352,330,394
29/03/2020,Dept_01,331,407,299,363,344,412
30/03/2020,Dept_01,346,429,313,380,361,429
31/03/2020,Dept_01,364,452,318,388,373,443
01/04/2020,Dept_01,374,469,329,400,382,455
02/04/2020,Dept_01,384,486,341,414,398,471
03/04/2020,Dept_01,400,503,352,427,407,481
04/04/2020,Dept_01,415,522,367,445,416,490
05/04/2020,Dept_01,426,536,375,454,423,499
06/04/2020,Dept_01,438,554,389,470,437,515
07/04/2020,Dept_01,464,583,402,485,456,534
08/04/2020,Dept_01,480,601,406,492,469,548
09/04/2020,Dept_01,497,626,418,504,481,561
10/04/2020,Dept_01,503,634,428,517,490,575
11/04/2020,Dept_01,512,645,431,522,500,588
12/04/2020,Dept_01,524,660,442,533,506,595
13/04/2020,Dept_01,540,679,448,540,514,606
14/04/2020,Dept_01,550,694,458,551,524,624
15/04/2020,Dept_01,564,710,465,559,532,634
16/04/2020,Dept_01,572,723,478,574,543,646
17/04/2020,Dept_01,579,733,492,588,555,660
18/04/2020,Dept_01,587,746,497,597,567,672
19/04/2020,Dept_01,601,765,504,610,581,688
20/04/2020,Dept_01,616,783,516,626,593,701
21/04/2020,Dept_01,627,796,529,639,609,719
22/04/2020,Dept_01,637,807,541,652,622,733
23/04/2020,Dept_01,646,817,554,666,630,742
24/04/2020,Dept_01,661,833,561,676,639,753
25/04/2020,Dept_01,671,843,573,688,651,767
26/04/2020,Dept_01,681,853,585,702,656,773
27/04/2020,Dept_01,693,866,595,715,664,782
28/04/2020,Dept_01,711,NA,606,726,671,792
29/04/2020,Dept_01,715,NA,614,735,677,799
30/04/2020,Dept_01,724,NA,622,745,684,810
01/05/2020,Dept_01,729,NA,633,757,689,817
02/05/2020,Dept_01,NA,NA,640,764,694,823
03/05/2020,Dept_01,NA,NA,651,777,704,835
04/05/2020,Dept_01,NA,NA,661,788,714,848
05/05/2020,Dept_01,NA,NA,670,799,722,857
06/05/2020,Dept_01,NA,NA,681,813,734,871
07/05/2020,Dept_01,NA,NA,697,829,743,882
08/05/2020,Dept_01,NA,NA,706,839,753,893
09/05/2020,Dept_01,NA,NA,715,850,764,905
10/05/2020,Dept_01,NA,NA,722,860,770,911
11/05/2020,Dept_01,NA,NA,732,873,780,925
12/05/2020,Dept_01,NA,NA,748,889,789,934
13/05/2020,Dept_01,NA,NA,755,898,798,945
14/05/2020,Dept_01,NA,NA,765,911,807,955
15/05/2020,Dept_01,NA,NA,770,917,820,972
16/05/2020,Dept_01,NA,NA,782,931,828,983
17/05/2020,Dept_01,NA,NA,791,941,839,996
18/05/2020,Dept_01,NA,NA,802,954,849,1009
19/05/2020,Dept_01,NA,NA,810,963,854,1015
20/05/2020,Dept_01,NA,NA,815,969,862,1023
21/05/2020,Dept_01,NA,NA,818,976,868,1032
22/05/2020,Dept_01,NA,NA,826,986,879,1044
23/05/2020,Dept_01,NA,NA,840,1002,890,1058
24/05/2020,Dept_01,NA,NA,847,1010,902,1074
25/05/2020,Dept_01,NA,NA,855,1021,906,1080
26/05/2020,Dept_01,NA,NA,861,1028,920,1097
27/05/2020,Dept_01,NA,NA,869,1041,935,1113
28/05/2020,Dept_01,NA,NA,882,1057,943,1124
29/05/2020,Dept_01,NA,NA,890,1066,952,1138
30/05/2020,Dept_01,NA,NA,900,1077,959,1145
31/05/2020,Dept_01,NA,NA,908,1088,965,1155
01/03/2020,Dept_02,19,23,14,16,15,18
02/03/2020,Dept_02,30,39,24,29,29,35
03/03/2020,Dept_02,46,57,36,43,52,62
04/03/2020,Dept_02,56,70,51,60,69,81
05/03/2020,Dept_02,73,88,66,76,94,107
06/03/2020,Dept_02,85,104,83,97,121,137
07/03/2020,Dept_02,108,131,94,110,134,154
08/03/2020,Dept_02,122,146,118,135,153,180
09/03/2020,Dept_02,133,162,128,145,171,198
10/03/2020,Dept_02,146,180,145,163,192,220
11/03/2020,Dept_02,168,205,159,177,213,246
12/03/2020,Dept_02,179,218,174,192,232,268
13/03/2020,Dept_02,189,229,182,202,257,293
14/03/2020,Dept_02,209,253,200,223,275,314
15/03/2020,Dept_02,229,276,211,236,294,338
16/03/2020,Dept_02,249,297,220,248,309,359
17/03/2020,Dept_02,276,326,234,264,332,386
18/03/2020,Dept_02,297,350,246,276,342,399
19/03/2020,Dept_02,320,374,272,306,360,419
20/03/2020,Dept_02,340,397,285,322,377,436
21/03/2020,Dept_02,355,413,292,331,396,459
22/03/2020,Dept_02,376,439,303,346,417,481
23/03/2020,Dept_02,393,458,316,365,427,494
24/03/2020,Dept_02,414,481,326,376,442,512
25/03/2020,Dept_02,437,513,340,392,455,528
26/03/2020,Dept_02,457,535,351,404,465,540
27/03/2020,Dept_02,475,555,367,421,476,551
28/03/2020,Dept_02,498,580,384,443,485,563
29/03/2020,Dept_02,514,599,398,459,496,574
30/03/2020,Dept_02,534,620,414,476,511,591
31/03/2020,Dept_02,553,642,425,488,526,609
01/04/2020,Dept_02,580,671,440,506,540,625
02/04/2020,Dept_02,605,698,449,518,550,639
03/04/2020,Dept_02,625,726,458,531,564,655
04/04/2020,Dept_02,650,754,467,542,578,671
05/04/2020,Dept_02,681,788,485,562,585,681
06/04/2020,Dept_02,713,827,493,573,598,695
07/04/2020,Dept_02,733,851,508,589,608,711
08/04/2020,Dept_02,754,874,521,604,621,726
09/04/2020,Dept_02,775,899,534,618,631,740
10/04/2020,Dept_02,808,934,542,626,646,757
11/04/2020,Dept_02,828,957,550,636,660,774
12/04/2020,Dept_02,847,978,560,647,677,793
13/04/2020,Dept_02,869,1003,570,659,695,813
14/04/2020,Dept_02,887,1023,586,675,714,833
15/04/2020,Dept_02,910,1047,593,682,724,845
16/04/2020,Dept_02,932,1069,607,701,741,865
17/04/2020,Dept_02,956,1093,617,714,755,881
18/04/2020,Dept_02,976,1114,633,732,771,899
19/04/2020,Dept_02,989,1132,647,750,782,913
20/04/2020,Dept_02,1007,1152,656,761,802,937
21/04/2020,Dept_02,1025,1171,669,775,815,952
22/04/2020,Dept_02,1043,1189,683,791,825,963
23/04/2020,Dept_02,1068,1215,692,802,840,982
24/04/2020,Dept_02,1081,1229,706,818,854,999
25/04/2020,Dept_02,1094,1244,718,831,863,1011
26/04/2020,Dept_02,1100,1250,734,849,872,1022
27/04/2020,Dept_02,1119,1269,746,861,882,1034
28/04/2020,Dept_02,1131,NA,757,875,892,1046
29/04/2020,Dept_02,1150,NA,769,888,903,1060
30/04/2020,Dept_02,1157,NA,785,906,913,1071
01/05/2020,Dept_02,1172,NA,796,921,926,1090
02/05/2020,Dept_02,NA,NA,808,934,940,1106
03/05/2020,Dept_02,NA,NA,823,950,955,1127
04/05/2020,Dept_02,NA,NA,834,963,974,1147
05/05/2020,Dept_02,NA,NA,848,978,980,1154
06/05/2020,Dept_02,NA,NA,862,994,994,1173
07/05/2020,Dept_02,NA,NA,874,1008,1001,1183
08/05/2020,Dept_02,NA,NA,890,1025,1011,1194
09/05/2020,Dept_02,NA,NA,907,1044,1022,1205
10/05/2020,Dept_02,NA,NA,918,1058,1034,1219
11/05/2020,Dept_02,NA,NA,935,1075,1048,1235
12/05/2020,Dept_02,NA,NA,942,1087,1056,1246
13/05/2020,Dept_02,NA,NA,953,1099,1067,1258
14/05/2020,Dept_02,NA,NA,963,1111,1079,1271
15/05/2020,Dept_02,NA,NA,975,1128,1086,1282
16/05/2020,Dept_02,NA,NA,993,1149,1099,1299
17/05/2020,Dept_02,NA,NA,1004,1163,1111,1316
18/05/2020,Dept_02,NA,NA,1016,1179,1120,1325
19/05/2020,Dept_02,NA,NA,1024,1192,1133,1340
20/05/2020,Dept_02,NA,NA,1040,1213,1140,1349
21/05/2020,Dept_02,NA,NA,1053,1230,1155,1367
22/05/2020,Dept_02,NA,NA,1068,1245,1164,1377
23/05/2020,Dept_02,NA,NA,1079,1258,1169,1385
24/05/2020,Dept_02,NA,NA,1092,1274,1183,1399
25/05/2020,Dept_02,NA,NA,1104,1287,1195,1413
26/05/2020,Dept_02,NA,NA,1115,1304,1206,1426
27/05/2020,Dept_02,NA,NA,1129,1322,1217,1437
28/05/2020,Dept_02,NA,NA,1144,1339,1232,1456
29/05/2020,Dept_02,NA,NA,1164,1359,1245,1472
30/05/2020,Dept_02,NA,NA,1172,1367,1255,1482
31/05/2020,Dept_02,NA,NA,1190,1388,1263,1490
01/03/2020,Dept_03,7,10,17,22,5,7
02/03/2020,Dept_03,24,27,30,36,19,22
03/03/2020,Dept_03,41,44,41,50,30,35
04/03/2020,Dept_03,53,57,50,62,47,57
05/03/2020,Dept_03,67,74,64,79,66,80
06/03/2020,Dept_03,76,85,73,91,80,97
07/03/2020,Dept_03,87,100,88,109,91,113
08/03/2020,Dept_03,93,108,97,118,110,135
09/03/2020,Dept_03,107,123,112,134,121,147
10/03/2020,Dept_03,117,137,122,147,133,161
11/03/2020,Dept_03,131,154,137,166,147,182
12/03/2020,Dept_03,144,167,145,174,154,189
13/03/2020,Dept_03,150,174,157,189,167,206
14/03/2020,Dept_03,160,185,170,206,174,216
15/03/2020,Dept_03,168,194,185,222,183,226
16/03/2020,Dept_03,176,202,200,241,197,240
17/03/2020,Dept_03,186,213,215,257,208,254
18/03/2020,Dept_03,195,225,223,267,222,271
19/03/2020,Dept_03,204,236,240,287,235,285
20/03/2020,Dept_03,216,250,252,302,247,300
21/03/2020,Dept_03,224,259,266,318,256,311
22/03/2020,Dept_03,233,270,274,326,266,324
23/03/2020,Dept_03,243,280,285,338,276,336
24/03/2020,Dept_03,251,288,298,353,284,345
25/03/2020,Dept_03,264,305,308,363,300,362
26/03/2020,Dept_03,280,323,321,378,316,380
27/03/2020,Dept_03,288,334,329,390,325,390
28/03/2020,Dept_03,298,346,337,400,334,401
29/03/2020,Dept_03,310,358,347,411,344,411
30/03/2020,Dept_03,320,371,355,421,348,417
31/03/2020,Dept_03,328,382,369,438,355,426
01/04/2020,Dept_03,337,393,381,451,368,441
02/04/2020,Dept_03,345,402,396,467,380,454
03/04/2020,Dept_03,353,412,405,479,396,470
04/04/2020,Dept_03,372,435,414,492,411,486
05/04/2020,Dept_03,386,451,425,506,424,501
06/04/2020,Dept_03,396,464,434,516,435,514
07/04/2020,Dept_03,409,481,442,526,448,528
08/04/2020,Dept_03,424,498,453,538,461,545
09/04/2020,Dept_03,437,513,464,553,473,562
10/04/2020,Dept_03,452,529,473,563,480,571
11/04/2020,Dept_03,464,542,483,574,493,585
12/04/2020,Dept_03,476,555,496,589,499,595
13/04/2020,Dept_03,494,576,503,598,508,606
14/04/2020,Dept_03,502,585,513,609,524,623
15/04/2020,Dept_03,516,601,520,617,539,638
16/04/2020,Dept_03,525,613,527,626,551,652
17/04/2020,Dept_03,532,621,537,638,566,669
18/04/2020,Dept_03,544,634,543,648,574,679
19/04/2020,Dept_03,561,652,551,662,579,685
20/04/2020,Dept_03,569,661,558,672,592,701
21/04/2020,Dept_03,583,676,565,681,606,719
22/04/2020,Dept_03,594,688,577,694,615,730
23/04/2020,Dept_03,601,696,589,708,621,737
24/04/2020,Dept_03,610,706,604,724,632,748
25/04/2020,Dept_03,623,720,612,734,642,761
26/04/2020,Dept_03,631,730,618,741,650,772
27/04/2020,Dept_03,635,734,627,751,665,790
28/04/2020,Dept_03,639,NA,634,758,679,808
29/04/2020,Dept_03,647,NA,646,772,690,819
30/04/2020,Dept_03,658,NA,658,786,702,831
01/05/2020,Dept_03,667,NA,667,796,708,837
02/05/2020,Dept_03,NA,NA,678,809,719,849
03/05/2020,Dept_03,NA,NA,688,821,729,859
04/05/2020,Dept_03,NA,NA,705,841,740,870
05/05/2020,Dept_03,NA,NA,713,851,749,881
06/05/2020,Dept_03,NA,NA,727,867,763,896
07/05/2020,Dept_03,NA,NA,738,878,769,905
08/05/2020,Dept_03,NA,NA,748,890,776,913
09/05/2020,Dept_03,NA,NA,757,901,783,921
10/05/2020,Dept_03,NA,NA,771,916,798,937
11/05/2020,Dept_03,NA,NA,777,923,806,951
12/05/2020,Dept_03,NA,NA,787,934,812,958
13/05/2020,Dept_03,NA,NA,795,944,819,966
14/05/2020,Dept_03,NA,NA,812,962,832,980
15/05/2020,Dept_03,NA,NA,830,982,842,991
16/05/2020,Dept_03,NA,NA,841,998,848,1001
17/05/2020,Dept_03,NA,NA,847,1006,854,1009
18/05/2020,Dept_03,NA,NA,856,1015,865,1021
19/05/2020,Dept_03,NA,NA,868,1030,872,1029
20/05/2020,Dept_03,NA,NA,880,1046,884,1044
21/05/2020,Dept_03,NA,NA,886,1052,901,1062
22/05/2020,Dept_03,NA,NA,894,1062,907,1070
23/05/2020,Dept_03,NA,NA,907,1079,917,1080
24/05/2020,Dept_03,NA,NA,928,1100,922,1085
25/05/2020,Dept_03,NA,NA,933,1106,935,1100
26/05/2020,Dept_03,NA,NA,941,1115,945,1113
27/05/2020,Dept_03,NA,NA,947,1121,952,1122
28/05/2020,Dept_03,NA,NA,959,1135,961,1134
29/05/2020,Dept_03,NA,NA,971,1149,971,1145
30/05/2020,Dept_03,NA,NA,984,1163,975,1149
31/05/2020,Dept_03,NA,NA,989,1169,983,1159
01/03/2020,Dept_04,6,7,2,2,11,11
02/03/2020,Dept_04,9,12,5,7,17,17
03/03/2020,Dept_04,14,17,13,15,24,24
04/03/2020,Dept_04,19,24,18,20,28,29
05/03/2020,Dept_04,22,28,26,29,32,34
06/03/2020,Dept_04,27,34,35,39,41,43
07/03/2020,Dept_04,34,42,41,46,49,51
08/03/2020,Dept_04,35,43,45,51,56,58
09/03/2020,Dept_04,45,53,53,59,69,71
10/03/2020,Dept_04,51,60,56,66,75,79
11/03/2020,Dept_04,57,67,65,75,82,87
12/03/2020,Dept_04,66,76,71,83,84,90
13/03/2020,Dept_04,68,80,74,86,95,104
14/03/2020,Dept_04,71,84,77,90,100,109
15/03/2020,Dept_04,74,87,83,97,105,115
16/03/2020,Dept_04,79,93,88,102,108,119
17/03/2020,Dept_04,82,96,94,109,114,126
18/03/2020,Dept_04,86,100,99,115,117,130
19/03/2020,Dept_04,91,106,101,119,124,138
20/03/2020,Dept_04,97,113,102,121,131,145
21/03/2020,Dept_04,101,118,106,127,134,148
22/03/2020,Dept_04,103,120,109,130,139,153
23/03/2020,Dept_04,108,125,113,134,141,155
24/03/2020,Dept_04,115,132,118,142,143,158
25/03/2020,Dept_04,122,141,123,148,149,165
26/03/2020,Dept_04,123,143,130,157,158,175
27/03/2020,Dept_04,127,148,136,163,165,182
28/03/2020,Dept_04,132,154,144,171,175,192
29/03/2020,Dept_04,136,158,149,176,178,199
30/03/2020,Dept_04,139,161,152,181,182,206
31/03/2020,Dept_04,146,168,155,185,190,214
01/04/2020,Dept_04,150,174,157,189,193,218
02/04/2020,Dept_04,154,178,164,197,197,223
03/04/2020,Dept_04,157,183,166,199,202,229
04/04/2020,Dept_04,164,190,170,203,208,235
05/04/2020,Dept_04,167,193,174,208,211,239
06/04/2020,Dept_04,173,200,179,215,214,243
07/04/2020,Dept_04,180,208,182,218,218,247
08/04/2020,Dept_04,182,210,188,225,226,258
09/04/2020,Dept_04,188,218,191,229,230,264
10/04/2020,Dept_04,190,221,193,231,233,267
11/04/2020,Dept_04,194,225,199,237,236,270
12/04/2020,Dept_04,196,227,203,241,239,273
13/04/2020,Dept_04,199,231,206,245,246,281
14/04/2020,Dept_04,203,235,211,250,248,283
15/04/2020,Dept_04,205,239,211,250,252,287
16/04/2020,Dept_04,208,243,213,252,258,293
17/04/2020,Dept_04,211,246,217,256,263,298
18/04/2020,Dept_04,214,250,221,260,270,306
19/04/2020,Dept_04,220,259,223,264,272,310
20/04/2020,Dept_04,226,265,226,267,277,315
21/04/2020,Dept_04,234,274,231,272,282,322
22/04/2020,Dept_04,241,282,233,274,288,328
23/04/2020,Dept_04,247,288,237,278,290,330
24/04/2020,Dept_04,250,292,240,283,296,336
25/04/2020,Dept_04,253,296,245,288,303,344
26/04/2020,Dept_04,257,300,248,291,305,349
27/04/2020,Dept_04,262,305,251,295,311,356
28/04/2020,Dept_04,263,NA,254,298,314,360
29/04/2020,Dept_04,267,NA,256,301,318,364
30/04/2020,Dept_04,270,NA,262,309,321,368
01/05/2020,Dept_04,276,NA,266,315,324,371
02/05/2020,Dept_04,NA,NA,270,319,326,374
03/05/2020,Dept_04,NA,NA,273,322,329,377
04/05/2020,Dept_04,NA,NA,278,328,334,382
05/05/2020,Dept_04,NA,NA,280,330,337,385
06/05/2020,Dept_04,NA,NA,283,334,339,387
07/05/2020,Dept_04,NA,NA,289,340,345,393
08/05/2020,Dept_04,NA,NA,293,344,348,397
09/05/2020,Dept_04,NA,NA,296,348,350,401
10/05/2020,Dept_04,NA,NA,299,352,354,405
11/05/2020,Dept_04,NA,NA,302,357,357,408
12/05/2020,Dept_04,NA,NA,305,360,362,415
13/05/2020,Dept_04,NA,NA,309,364,364,417
14/05/2020,Dept_04,NA,NA,311,367,371,424
15/05/2020,Dept_04,NA,NA,314,370,374,427
16/05/2020,Dept_04,NA,NA,316,373,374,428
17/05/2020,Dept_04,NA,NA,318,376,375,429
18/05/2020,Dept_04,NA,NA,322,381,379,433
19/05/2020,Dept_04,NA,NA,324,384,382,439
20/05/2020,Dept_04,NA,NA,328,388,385,442
21/05/2020,Dept_04,NA,NA,334,395,387,444
22/05/2020,Dept_04,NA,NA,336,398,389,446
23/05/2020,Dept_04,NA,NA,342,404,393,451
24/05/2020,Dept_04,NA,NA,345,407,396,454
25/05/2020,Dept_04,NA,NA,349,411,400,458
26/05/2020,Dept_04,NA,NA,351,414,404,462
27/05/2020,Dept_04,NA,NA,354,417,407,466
28/05/2020,Dept_04,NA,NA,360,425,408,467
29/05/2020,Dept_04,NA,NA,362,427,412,471
30/05/2020,Dept_04,NA,NA,366,432,415,477
31/05/2020,Dept_04,NA,NA,369,435,419,481
01/03/2020,Dept_05,1,1,4,5,3,4
02/03/2020,Dept_05,5,5,8,11,8,10
03/03/2020,Dept_05,6,7,14,17,14,17
04/03/2020,Dept_05,12,14,18,22,19,22
05/03/2020,Dept_05,16,19,23,29,24,27
06/03/2020,Dept_05,19,23,26,33,30,33
07/03/2020,Dept_05,20,26,28,36,33,38
08/03/2020,Dept_05,21,29,30,38,36,41
09/03/2020,Dept_05,23,32,32,42,42,47
10/03/2020,Dept_05,24,35,35,46,43,49
11/03/2020,Dept_05,27,38,41,53,47,55
12/03/2020,Dept_05,33,44,47,59,52,62
13/03/2020,Dept_05,35,46,49,64,55,65
14/03/2020,Dept_05,36,47,50,66,58,68
15/03/2020,Dept_05,38,51,53,71,61,71
16/03/2020,Dept_05,42,55,58,77,63,73
17/03/2020,Dept_05,43,56,60,79,63,74
18/03/2020,Dept_05,44,57,63,83,65,77
19/03/2020,Dept_05,49,64,65,86,66,78
20/03/2020,Dept_05,53,71,68,89,72,85
21/03/2020,Dept_05,58,76,69,90,74,90
22/03/2020,Dept_05,60,79,70,91,78,94
23/03/2020,Dept_05,62,83,72,93,85,102
24/03/2020,Dept_05,63,85,74,95,90,107
25/03/2020,Dept_05,67,90,79,101,98,115
26/03/2020,Dept_05,72,95,84,106,100,117
27/03/2020,Dept_05,74,98,91,113,103,120
28/03/2020,Dept_05,79,104,96,118,110,128
29/03/2020,Dept_05,81,106,99,125,110,130
30/03/2020,Dept_05,87,112,100,126,111,133
31/03/2020,Dept_05,94,120,103,130,113,135
01/04/2020,Dept_05,99,125,104,131,115,138
02/04/2020,Dept_05,102,128,108,135,117,140
03/04/2020,Dept_05,104,131,111,139,122,145
04/04/2020,Dept_05,107,138,112,140,126,149
05/04/2020,Dept_05,108,140,114,143,129,152
06/04/2020,Dept_05,109,141,117,146,133,156
07/04/2020,Dept_05,112,145,118,147,135,159
08/04/2020,Dept_05,114,148,122,152,138,162
09/04/2020,Dept_05,117,151,128,158,140,164
10/04/2020,Dept_05,120,154,131,161,145,169
11/04/2020,Dept_05,122,156,134,164,150,174
12/04/2020,Dept_05,125,163,138,168,155,179
13/04/2020,Dept_05,130,168,140,171,159,185
14/04/2020,Dept_05,134,172,142,173,165,192
15/04/2020,Dept_05,137,175,146,178,169,196
16/04/2020,Dept_05,140,178,151,184,172,200
17/04/2020,Dept_05,142,182,155,189,173,201
18/04/2020,Dept_05,144,185,161,195,179,207
19/04/2020,Dept_05,147,189,165,199,182,210
20/04/2020,Dept_05,148,191,168,203,187,215
21/04/2020,Dept_05,150,193,172,210,189,217
22/04/2020,Dept_05,151,194,174,212,192,221
23/04/2020,Dept_05,155,198,180,219,195,225
24/04/2020,Dept_05,157,200,184,223,200,230
25/04/2020,Dept_05,161,205,187,226,203,234
26/04/2020,Dept_05,161,207,194,235,208,239
27/04/2020,Dept_05,163,210,198,240,212,243
28/04/2020,Dept_05,167,NA,204,246,214,245
29/04/2020,Dept_05,173,NA,209,251,219,251
30/04/2020,Dept_05,173,NA,212,254,223,257
01/05/2020,Dept_05,174,NA,215,257,226,262
02/05/2020,Dept_05,NA,NA,221,263,230,266
03/05/2020,Dept_05,NA,NA,223,266,233,269
04/05/2020,Dept_05,NA,NA,224,267,238,275
05/05/2020,Dept_05,NA,NA,226,269,241,278
