Date_evenement,Zone,Communes_a_envoi_dematerialise_Deces2020,Total_deces_2020,Communes_a_envoi_dematerialise_Deces2019,Total_deces_2019,Communes_a_envoi_dematerialise_Deces2018,Total_deces_2018
13/04/2020,Dept_01,541,683,448,540,514,606
14/04/2020,Dept_01,551,698,458,551,524,624
15/04/2020,Dept_01,565,714,465,559,532,634
16/04/2020,Dept_01,573,727,478,574,543,646
17/04/2020,Dept_01,580,737,492,588,555,660
18/04/2020,Dept_01,588,750,497,597,567,672
19/04/2020,Dept_01,602,769,504,610,581,688
20/04/2020,Dept_01,617,788,516,626,593,701
21/04/2020,Dept_01,628,801,529,639,609,719
22/04/2020,Dept_01,638,813,541,652,622,733
23/04/2020,Dept_01,648,826,554,666,630,742
24/04/2020,Dept_01,663,842,561,676,639,753
25/04/2020,Dept_01,673,852,573,688,651,767
26/04/2020,Dept_01,683,865,585,702,656,773
27/04/2020,Dept_01,696,880,595,715,664,782
28/04/2020,Dept_01,714,899,606,726,671,792
29/04/2020,Dept_01,721,907,614,735,677,799
30/04/2020,Dept_01,736,924,622,745,684,810
01/05/2020,Dept_01,741,931,633,757,689,817
02/05/2020,Dept_01,749,945,640,764,694,823
03/05/2020,Dept_01,759,955,651,777,704,835
04/05/2020,Dept_01,765,963,661,788,714,848
05/05/2020,Dept_01,772,970,670,799,722,857
06/05/2020,Dept_01,787,985,681,813,734,871
07/05/2020,Dept_01,794,994,697,829,743,882
08/05/2020,Dept_01,805,1006,706,839,753,893
09/05/2020,Dept_01,807,1008,715,850,764,905
10/05/2020,Dept_01,816,1017,722,860,770,911
11/05/2020,Dept_01,824,1027,732,873,780,925
12/05/2020,Dept_01,831,NA,748,889,789,934
13/05/2020,Dept_01,837,NA,755,898,798,945
14/05/2020,Dept_01,843,NA,765,911,807,955
15/05/2020,Dept_01,848,NA,770,917,820,972
16/05/2020,Dept_01,NA,NA,782,931,828,983
17/05/2020,Dept_01,NA,NA,791,941,839,996
18/05/2020,Dept_01,NA,NA,802,954,849,1009
19/05/2020,Dept_01,NA,NA,810,963,854,1015
20/05/2020,Dept_01,NA,NA,815,969,862,1023
21/05/2020,Dept_01,NA,NA,818,976,868,1032
22/05/2020,Dept_01,NA,NA,826,986,879,1044
23/05/2020,Dept_01,NA,NA,840,1002,890,1058
24/05/2020,Dept_01,NA,NA,847,1010,902,1074
25/05/2020,Dept_01,NA,NA,855,1021,906,1080
26/05/2020,Dept_01,NA,NA,861,1028,920,1097
27/05/2020,Dept_01,NA,NA,869,1041,935,1113
28/05/2020,Dept_01,NA,NA,882,1057,943,1124
29/05/2020,Dept_01,NA,NA,890,1066,952,1138
30/05/2020,Dept_01,NA,NA,900,1077,959,1145
31/05/2020,Dept_01,NA,NA,908,1088,965,1155
01/03/2020,Dept_02,19,23,14,16,15,18
02/03/2020,Dept_02,30,39,24,29,29,35
03/03/2020,Dept_02,46,57,36,43,52,62
04/03/2020,Dept_02,56,70,51,60,69,81
05/03/2020,Dept_02,73,88,66,76,94,107
06/03/2020,Dept_02,85,104,83,97,121,137
07/03/2020,Dept_02,108,131,94,110,134,154
08/03/2020,Dept_02,122,146,118,135,153,180
09/03/2020,Dept_02,133,163,128,145,171,198
10/03/2020,Dept_02,146,181,145,163,192,220
11/03/2020,Dept_02,168,206,159,177,213,246
12/03/2020,Dept_02,179,219,174,192,232,268
13/03/2020,Dept_02,189,230,182,202,257,293
14/03/2020,Dept_02,209,254,200,223,275,314
15/03/2020,Dept_02,229,277,211,236,294,338
16/03/2020,Dept_02,249,298,220,248,309,359
17/03/2020,Dept_02,276,327,234,264,332,386
18/03/2020,Dept_02,297,351,246,276,342,399
19/03/2020,Dept_02,320,376,272,306,360,419
20/03/2020,Dept_02,340,400,285,322,377,436
21/03/2020,Dept_02,355,416,292,331,396,459
22/03/2020,Dept_02,376,442,303,346,417,481
23/03/2020,Dept_02,393,461,316,365,427,494
24/03/2020,Dept_02,414,484,326,376,442,512
25/03/2020,Dept_02,437,517,340,392,455,528
26/03/2020,Dept_02,457,539,351,404,465,540
27/03/2020,Dept_02,475,559,367,421,476,551
28/03/2020,Dept_02,498,584,384,443,485,563
29/03/2020,Dept_02,514,604,398,459,496,574
30/03/2020,Dept_02,534,625,414,476,511,591
31/03/2020,Dept_02,553,647,425,488,526,609
01/04/2020,Dept_02,580,676,440,506,540,625
02/04/2020,Dept_02,605,703,449,518,550,639
03/04/2020,Dept_02,625,732,458,531,564,655
04/04/2020,Dept_02,650,760,467,542,578,671
05/04/2020,Dept_02,681,794,485,562,585,681
06/04/2020,Dept_02,713,834,493,573,598,695
07/04/2020,Dept_02,733,858,508,589,608,711
08/04/2020,Dept_02,754,881,521,604,621,726
09/04/2020,Dept_02,776,907,534,618,631,740
10/04/2020,Dept_02,809,943,542,626,646,757
11/04/2020,Dept_02,829,966,550,636,660,774
12/04/2020,Dept_02,848,987,560,647,677,793
13/04/2020,Dept_02,871,1014,570,659,695,813
14/04/2020,Dept_02,889,1037,586,675,714,833
15/04/2020,Dept_02,912,1062,593,682,724,845
16/04/2020,Dept_02,934,1086,607,701,741,865
17/04/2020,Dept_02,958,1112,617,714,755,881
18/04/2020,Dept_02,980,1135,633,732,771,899
19/04/2020,Dept_02,994,1155,647,750,782,913
20/04/2020,Dept_02,1012,1177,656,761,802,937
21/04/2020,Dept_02,1031,1197,669,775,815,952
22/04/2020,Dept_02,1049,1217,683,791,825,963
23/04/2020,Dept_02,1074,1244,692,802,840,982
24/04/2020,Dept_02,1088,1260,706,818,854,999
25/04/2020,Dept_02,1101,1275,718,831,863,1011
26/04/2020,Dept_02,1108,1283,734,849,872,1022
27/04/2020,Dept_02,1129,1307,746,861,882,1034
28/04/2020,Dept_02,1142,1327,757,875,892,1046
29/04/2020,Dept_02,1164,1352,769,888,903,1060
30/04/2020,Dept_02,1172,1362,785,906,913,1071
01/05/2020,Dept_02,1188,1380,796,921,926,1090
02/05/2020,Dept_02,1207,1401,808,934,940,1106
03/05/2020,Dept_02,1214,1410,823,950,955,1127
04/05/2020,Dept_02,1225,1425,834,963,974,1147
05/05/2020,Dept_02,1236,1439,848,978,980,1154
06/05/2020,Dept_02,1256,1461,862,994,994,1173
07/05/2020,Dept_02,1272,1481,874,1008,1001,1183
08/05/2020,Dept_02,1285,1495,890,1025,1011,1194
09/05/2020,Dept_02,1299,1511,907,1044,1022,1205
10/05/2020,Dept_02,1311,1524,918,1058,1034,1219
11/05/2020,Dept_02,1324,1538,935,1075,1048,1235
12/05/2020,Dept_02,1330,NA,942,1087,1056,1246
13/05/2020,Dept_02,1347,NA,953,1099,1067,1258
14/05/2020,Dept_02,1362,NA,963,1111,1079,1271
15/05/2020,Dept_02,1371,NA,975,1128,1086,1282
16/05/2020,Dept_02,NA,NA,993,1149,1099,1299
17/05/2020,Dept_02,NA,NA,1004,1163,1111,1316
18/05/2020,Dept_02,NA,NA,1016,1179,1120,1325
19/05/2020,Dept_02,NA,NA,1024,1192,1133,1340
20/05/2020,Dept_02,NA,NA,1040,1213,1140,1349
21/05/2020,Dept_02,NA,NA,1053,1230,1155,1367
22/05/2020,Dept_02,NA,NA,1068,1245,1164,1377
23/05/2020,Dept_02,NA,NA,1079,1258,1169,1385
24/05/2020,Dept_02,NA,NA,1092,1274,1183,1399
25/05/2020,Dept_02,NA,NA,1104,1287,1195,1413
26/05/2020,Dept_02,NA,NA,1115,1304,1206,1426
27/05/2020,Dept_02,NA,NA,1129,1322,1217,1437
28/05/2020,Dept_02,NA,NA,1144,1339,1232,1456
29/05/2020,Dept_02,NA,NA,1164,1359,1245,1472
30/05/2020,Dept_02,NA,NA,1172,1367,1255,1482
31/05/2020,Dept_02,NA,NA,1190,1388,1263,1490
01/03/2020,Dept_03,7,10,17,22,5,7
02/03/2020,Dept_03,24,27,30,36,19,22
03/03/2020,Dept_03,41,44,41,50,30,35
04/03/2020,Dept_03,53,57,50,62,47,57
05/03/2020,Dept_03,67,74,64,79,66,80
06/03/2020,Dept_03,76,85,73,91,80,97
07/03/2020,Dept_03,87,100,88,109,91,113
08/03/2020,Dept_03,93,108,97,118,110,135
09/03/2020,Dept_03,107,123,112,134,121,147
10/03/2020,Dept_03,117,137,122,147,133,161
11/03/2020,Dept_03,131,154,137,166,147,182
12/03/2020,Dept_03,144,167,145,174,154,189
13/03/2020,Dept_03,150,174,157,189,167,206
14/03/2020,Dept_03,160,185,170,206,174,216
15/03/2020,Dept_03,168,194,185,222,183,226
16/03/2020,Dept_03,176,202,200,241,197,240
17/03/2020,Dept_03,186,213,215,257,208,254
18/03/2020,Dept_03,195,225,223,267,222,271
19/03/2020,Dept_03,204,236,240,287,235,285
20/03/2020,Dept_03,216,250,252,302,247,300
21/03/2020,Dept_03,224,259,266,318,256,311
22/03/2020,Dept_03,233,270,274,326,266,324
23/03/2020,Dept_03,243,280,285,338,276,336
24/03/2020,Dept_03,252,289,298,353,284,345
25/03/2020,Dept_03,265,306,308,363,300,362
26/03/2020,Dept_03,281,324,321,378,316,380
27/03/2020,Dept_03,289,335,329,390,325,390
28/03/2020,Dept_03,299,347,337,400,334,401
29/03/2020,Dept_03,311,359,347,411,344,411
30/03/2020,Dept_03,321,372,355,421,348,417
31/03/2020,Dept_03,329,383,369,438,355,426
01/04/2020,Dept_03,338,394,381,451,368,441
02/04/2020,Dept_03,346,403,396,467,380,454
03/04/2020,Dept_03,354,413,405,479,396,470
04/04/2020,Dept_03,373,436,414,492,411,486
05/04/2020,Dept_03,387,452,425,506,424,501
06/04/2020,Dept_03,397,465,434,516,435,514
07/04/2020,Dept_03,410,482,442,526,448,528
08/04/2020,Dept_03,425,499,453,538,461,545
09/04/2020,Dept_03,438,514,464,553,473,562
10/04/2020,Dept_03,453,530,473,563,480,571
11/04/2020,Dept_03,465,543,483,574,493,585
12/04/2020,Dept_03,477,556,496,589,499,595
13/04/2020,Dept_03,495,577,503,598,508,606
14/04/2020,Dept_03,503,586,513,609,524,623
15/04/2020,Dept_03,517,602,520,617,539,638
16/04/2020,Dept_03,526,614,527,626,551,652
17/04/2020,Dept_03,533,622,537,638,566,669
18/04/2020,Dept_03,545,635,543,648,574,679
19/04/2020,Dept_03,562,653,551,662,579,685
20/04/2020,Dept_03,570,662,558,672,592,701
21/04/2020,Dept_03,584,678,565,681,606,719
22/04/2020,Dept_03,595,691,577,694,615,730
23/04/2020,Dept_03,603,701,589,708,621,737
24/04/2020,Dept_03,613,712,604,724,632,748
25/04/2020,Dept_03,626,727,612,734,642,761
26/04/2020,Dept_03,635,738,618,741,650,772
27/04/2020,Dept_03,642,745,627,751,665,790
28/04/2020,Dept_03,649,754,634,758,679,808
29/04/2020,Dept_03,660,768,646,772,690,819
30/04/2020,Dept_03,671,780,658,786,702,831
01/05/2020,Dept_03,680,790,667,796,708,837
02/05/2020,Dept_03,693,806,678,809,719,849
03/05/2020,Dept_03,701,815,688,821,729,859
04/05/2020,Dept_03,710,824,705,841,740,870
05/05/2020,Dept_03,722,839,713,851,749,881
06/05/2020,Dept_03,726,844,727,867,763,896
07/05/2020,Dept_03,733,851,738,878,769,905
08/05/2020,Dept_03,745,864,748,890,776,913
09/05/2020,Dept_03,758,877,757,901,783,921
10/05/2020,Dept_03,773,893,771,916,798,937
11/05/2020,Dept_03,780,901,777,923,806,951
12/05/2020,Dept_03,792,NA,787,934,812,958
13/05/2020,Dept_03,799,NA,795,944,819,966
14/05/2020,Dept_03,808,NA,812,962,832,980
15/05/2020,Dept_03,818,NA,830,982,842,991
16/05/2020,Dept_03,NA,NA,841,998,848,1001
17/05/2020,Dept_03,NA,NA,847,1006,854,1009
18/05/2020,Dept_03,NA,NA,856,1015,865,1021
19/05/2020,Dept_03,NA,NA,868,1030,872,1029
20/05/2020,Dept_03,NA,NA,880,1046,884,1044
21/05/2020,Dept_03,NA,NA,886,1052,901,1062
22/05/2020,Dept_03,NA,NA,894,1062,907,1070
23/05/2020,Dept_03,NA,NA,907,1079,917,1080
24/05/2020,Dept_03,NA,NA,928,1100,922,1085
25/05/2020,Dept_03,NA,NA,933,1106,935,1100
26/05/2020,Dept_03,NA,NA,941,1115,945,1113
27/05/2020,Dept_03,NA,NA,947,1121,952,1122
28/05/2020,Dept_03,NA,NA,959,1135,961,1134
29/05/2020,Dept_03,NA,NA,971,1149,971,1145
30/05/2020,Dept_03,NA,NA,984,1163,975,1149
31/05/2020,Dept_03,NA,NA,989,1169,983,1159
01/03/2020,Dept_04,6,7,2,2,11,11
02/03/2020,Dept_04,9,12,5,7,17,17
03/03/2020,Dept_04,14,17,13,15,24,24
04/03/2020,Dept_04,19,24,18,20,28,29
05/03/2020,Dept_04,22,28,26,29,32,34
06/03/2020,Dept_04,27,34,35,39,41,43
07/03/2020,Dept_04,34,42,41,46,49,51
08/03/2020,Dept_04,35,43,45,51,56,58
09/03/2020,Dept_04,45,53,53,59,69,71
10/03/2020,Dept_04,51,60,56,66,75,79
11/03/2020,Dept_04,57,67,65,75,82,87
12/03/2020,Dept_04,66,76,71,83,84,90
13/03/2020,Dept_04,68,80,74,86,95,104
14/03/2020,Dept_04,71,84,77,90,100,109
15/03/2020,Dept_04,74,87,83,97,105,115
16/03/2020,Dept_04,79,93,88,102,108,119
17/03/2020,Dept_04,82,96,94,109,114,126
18/03/2020,Dept_04,86,100,99,115,117,130
19/03/2020,Dept_04,91,106,101,119,124,138
20/03/2020,Dept_04,97,113,102,121,131,145
21/03/2020,Dept_04,101,118,106,127,134,148
22/03/2020,Dept_04,103,120,109,130,139,153
23/03/2020,Dept_04,108,125,113,134,141,155
24/03/2020,Dept_04,115,132,118,142,143,158
25/03/2020,Dept_04,122,141,123,148,149,165
26/03/2020,Dept_04,123,143,130,157,158,175
27/03/2020,Dept_04,127,148,136,163,165,182
28/03/2020,Dept_04,132,154,144,171,175,192
29/03/2020,Dept_04,136,158,149,176,178,199
30/03/2020,Dept_04,139,161,152,181,182,206
31/03/2020,Dept_04,146,168,155,185,190,214
01/04/2020,Dept_04,150,174,157,189,193,218
02/04/2020,Dept_04,154,178,164,197,197,223
03/04/2020,Dept_04,157,183,166,199,202,229
04/04/2020,Dept_04,164,190,170,203,208,235
05/04/2020,Dept_04,167,193,174,208,211,239
06/04/2020,Dept_04,173,200,179,215,214,243
07/04/2020,Dept_04,180,208,182,218,218,247
08/04/2020,Dept_04,182,210,188,225,226,258
09/04/2020,Dept_04,188,218,191,229,230,264
10/04/2020,Dept_04,190,221,193,231,233,267
11/04/2020,Dept_04,194,225,199,237,236,270
12/04/2020,Dept_04,196,227,203,241,239,273
13/04/2020,Dept_04,199,231,206,245,246,281
14/04/2020,Dept_04,203,235,211,250,248,283
15/04/2020,Dept_04,205,239,211,250,252,287
16/04/2020,Dept_04,208,243,213,252,258,293
17/04/2020,Dept_04,211,246,217,256,263,298
18/04/2020,Dept_04,214,250,221,260,270,306
19/04/2020,Dept_04,220,259,223,264,272,310
20/04/2020,Dept_04,226,265,226,267,277,315
21/04/2020,Dept_04,234,275,231,272,282,322
22/04/2020,Dept_04,241,283,233,274,288,328
23/04/2020,Dept_04,247,289,237,278,290,330
24/04/2020,Dept_04,250,293,240,283,296,336
25/04/2020,Dept_04,253,297,245,288,303,344
26/04/2020,Dept_04,257,301,248,291,305,349
27/04/2020,Dept_04,262,306,251,295,311,356
28/04/2020,Dept_04,263,307,254,298,314,360
29/04/2020,Dept_04,267,311,256,301,318,364
30/04/2020,Dept_04,271,315,262,309,321,368
01/05/2020,Dept_04,277,322,266,315,324,371
02/05/2020,Dept_04,280,325,270,319,326,374
03/05/2020,Dept_04,282,327,273,322,329,377
04/05/2020,Dept_04,283,328,278,328,334,382
05/05/2020,Dept_04,284,331,280,330,337,385
06/05/2020,Dept_04,288,336,283,334,339,387
07/05/2020,Dept_04,293,341,289,340,345,393
08/05/2020,Dept_04,297,345,293,344,348,397
09/05/2020,Dept_04,300,349,296,348,350,401
10/05/2020,Dept_04,303,352,299,352,354,405
11/05/2020,Dept_04,304,354,302,357,357,408
12/05/2020,Dept_04,307,NA,305,360,362,415
13/05/2020,Dept_04,307,NA,309,364,364,417
14/05/2020,Dept_04,309,NA,311,367,371,424
15/05/2020,Dept_04,312,NA,314,370,374,427
16/05/2020,Dept_04,NA,NA,316,373,374,428
17/05/2020,Dept_04,NA,NA,318,376,375,429
18/05/2020,Dept_04,NA,NA,322,381,379,433
19/05/2020,Dept_04,NA,NA,324,384,382,439
20/05/2020,Dept_04,NA,NA,328,388,385,442
21/05/2020,Dept_04,NA,NA,334,395,387,444
22/05/2020,Dept_04,NA,NA,336,398,389,446
23/05/2020,Dept_04,NA,NA,342,404,393,451
24/05/2020,Dept_04,NA,NA,345,407,396,454
25/05/2020,Dept_04,NA,NA,349,411,400,458
26/05/2020,Dept_04,NA,NA,351,414,404,462
27/05/2020,Dept_04,NA,NA,354,417,407,466
28/05/2020,Dept_04,NA,NA,360,425,408,467
29/05/2020,Dept_04,NA,NA,362,427,412,471
30/05/2020,Dept_04,NA,NA,366,432,415,477
31/05/2020,Dept_04,NA,NA,369,435,419,481
01/03/2020,Dept_05,1,1,4,5,3,4
02/03/2020,Dept_05,5,5,8,11,8,10
03/03/2020,Dept_05,6,7,14,17,14,17
04/03/2020,Dept_05,12,14,18,22,19,22
05/03/2020,Dept_05,16,19,23,29,24,27
06/03/2020,Dept_05,19,23,26,33,30,33
07/03/2020,Dept_05,20,26,28,36,33,38
08/03/2020,Dept_05,21,29,30,38,36,41
09/03/2020,Dept_05,23,32,32,42,42,47
10/03/2020,Dept_05,24,35,35,46,43,49
11/03/2020,Dept_05,27,38,41,53,47,55
12/03/2020,Dept_05,33,44,47,59,52,62
13/03/2020,Dept_05,35,46,49,64,55,65
14/03/2020,Dept_05,36,47,50,66,58,68
15/03/2020,Dept_05,38,51,53,71,61,71
16/03/2020,Dept_05,42,55,58,77,63,73
17/03/2020,Dept_05,43,56,60,79,63,74
18/03/2020,Dept_05,44,57,63,83,65,77
19/03/2020,Dept_05,49,64,65,86,66,78
20/03/2020,Dept_05,53,71,68,89,72,85
21/03/2020,Dept_05,58,76,69,90,74,90
22/03/2020,Dept_05,60,79,70,91,78,94
23/03/2020,Dept_05,62,83,72,93,85,102
24/03/2020,Dept_05,63,85,74,95,90,107
25/03/2020,Dept_05,67,90,79,101,98,115
26/03/2020,Dept_05,72,95,84,106,100,117
27/03/2020,Dept_05,74,98,91,113,103,120
28/03/2020,Dept_05,79,104,96,118,110,128
29/03/2020,Dept_05,81,106,99,125,110,130
30/03/2020,Dept_05,87,112,100,126,111,133
31/03/2020,Dept_05,94,120,103,130,113,135
01/04/2020,Dept_05,99,125,104,131,115,138
02/04/2020,Dept_05,102,128,108,135,117,140
03/04/2020,Dept_05,104,131,111,139,122,145
04/04/2020,Dept_05,107,138,112,140,126,149
05/04/2020,Dept_05,108,140,114,143,129,152
06/04/2020,Dept_05,109,141,117,146,133,156
07/04/2020,Dept_05,112,145,118,147,135,159
08/04/2020,Dept_05,114,149,122,152,138,162
09/04/2020,Dept_05,117,152,128,158,140,164
10/04/2020,Dept_05,120,155,131,161,145,169
11/04/2020,Dept_05,122,157,134,164,150,174
12/04/2020,Dept_05,125,164,138,168,155,179
13/04/2020,Dept_05,130,169,140,171,159,185
14/04/2020,Dept_05,134,173,142,173,165,192
15/04/2020,Dept_05,137,176,146,178,169,196
16/04/2020,Dept_05,140,179,151,184,172,200
17/04/2020,Dept_05,142,183,155,189,173,201
18/04/2020,Dept_05,144,186,161,195,179,207
19/04/2020,Dept_05,147,190,165,199,182,210
20/04/2020,Dept_05,148,192,168,203,187,215
21/04/2020,Dept_05,150,194,172,210,189,217
22/04/2020,Dept_05,151,195,174,212,192,221
23/04/2020,Dept_05,155,200,180,219,195,225
24/04/2020,Dept_05,157,202,184,223,200,230
25/04/2020,Dept_05,161,207,187,226,203,234
26/04/2020,Dept_05,161,209,194,235,208,239
27/04/2020,Dept_05,163,212,198,240,212,243
28/04/2020,Dept_05,167,216,204,246,214,245
29/04/2020,Dept_05,173,223,209,251,219,251
30/04/2020,Dept_05,173,223,212,254,223,257
01/05/2020,Dept_05,175,225,215,257,226,262
02/05/2020,Dept_05,175,227,221,263,230,266
03/05/2020,Dept_05,177,230,223,266,233,269
04/05/2020,Dept_05,179,234,224,267,238,275
05/05/2020,Dept_05,186,241,226,269,241,278
06/05/2020,Dept_05,192,247,229,272,247,284
07/05/2020,Dept_05,196,251,231,275,249,286
08/05/2020,Dept_05,198,253,233,277,250,288
